AUTHOR,TITLE,YEAR,SOURCE,DIVISION,PUB_TYPE,KEYWORDS,LINK
"Wang JH, Fisler S, Swimmer Y",Developing visual deterrents to reduce sea turtle bycatch in gill net fisheries,2010,Marine Ecology Progress Series 408: 241-250. doi:10.3354/meps08577,FBSAB,Journal,"bycatch, sea turtles, gill net, gillnet, longlines, longlining",https://doi.org/10.3354/meps08577
"Lehodey P, Senina I, Calmettes B, Royer F, Gaspar P, Abecassis M, Polovina J, Parker D, Domokos R, Hernandez O, Dessert M, Kloser R, Young J, Lutcavage M, Handegard NO, Hampton J",Towards operational management of pelagic ecosystems,2010,ICES CM 2010; A:04,EOD,Report,"ecosystems, habitat, climate, population dynamics, MTRP",
"Bowen WD, Baker JD, Siniff D, Boyd IL, Wells R, Ford JKB, Kraus SD, Estes JA, Stirling I",Long-term studies,2010,"In: Boyd IL, Bowen WD, and Iverson SJ (eds.). Marine Mammal Ecology and Conservation: A Handbook of Techniques, p. 283-305. Oxford University Press, 480 p.",PSD,Book Chapter,marine mammals,
"Baker JD, Westgate A, Eguchi T",Vital rates and population dynamics,2010,"In: Boyd IL, Bowen WD, and Iverson SJ (eds.). Marine Mammal Ecology and Conservation: A Handbook of Techniques, p. 119-143. Oxford University Press, 480 p.",PSD,Book Chapter,marine mammals,
Van Houtan KS,"Future climate impacts to marine turtle populations, with a focus on the North Pacific Ocean",2010,"Pacific Islands Fisheries Science Center, PIFSC Internal Report, IR-10-023, 11 p",PSD,Internal Report,"loggerhead, caretta caretta, green sea turtle, chelonia mydas, leatherback turtle, dermochelys coriacea, climate, population dynamics, north pacific ocean, turtle",
"Ichinokawa M, Brodziak J",Using adaptive area stratification to standardize catch rates with application to North Pacific swordfish (Xiphias gladius),2010,Fisheries Research 106: 249-260. doi:10.1016/j.fishres.2010.08.001,FBSAB,Journal,"standardizing catch-per-unit effort, spatial stratification, highly migratory species, generalized linear model",
"DeMartini EE, Anderson TW, Kenyon JC, Beets JP, Friedlander AM",Management implications of juvenile reef fish habitat preferences and coral susceptibility to stressors,2010,Marine and Freshwater Research 61: 532-540,FBSAB,Journal,,
McCracken ML,Adjustments to false killer whale and short-finned pilot whale bycatch estimates,2010,"Pacific Islands Fisheries Science Center, PIFSC Working Paper, WP-10-007, 23 p",FBSAB,Working Paper,,
McCracken ML,Assessment of incidental interactions with marine mammals in the Hawaii longline deep and shallow set fisheries from 2005 through 2009,2010,"Pacific Islands Fisheries Science Center, PIFSC Working Paper, WP-10-006, 26 p",FBSAB,Working Paper,,
"Bigelow K, Mourato B",Evaluation of longline mitigation to reduce catches of North Pacific striped marlin in the Hawaii-based tuna fishery,2010,"Paper presented at the 6th Regular Session of the Scientific Committee, Western and Central Pacific Fisheries Commission, 10-19 August 2010, Nuku'alofa, Tonga, WCPFC-SC6-2010/EB-WP-03. Pacific Islands Fisheries Science Center, PIFSC Working Paper, WP-10-005, 24 p",FBSAB,Working Paper,,
Anonymous,Kobe II Bycatch Workshop background paper sea turtles (DRAFT),2010,"Paper presented at the Working Party on Ecosystems and Bycatch (WPEB), Indian Ocean Tuna Commission (IOTC), IOTC-2010-WPEB-Inf11. Pacific Islands Fisheries Science Center, PIFSC Working Paper, WP-10-004, 12 p",FBSAB,Working Paper,,
Oleson EM,"False killer whale (Pseudorca crassidens): Pacific Islands Region Stock Complex - Hawaii insular, Hawaii pelagic, and Palmyra Atoll stocks",2010,"In: Carretta, JV et al. U.S. Pacific Marine Mammal Stock Assessments: 2011. U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-SWFSC-488, p. 243-252. Pacific Islands Fisheries Science Center, PIFSC Working Paper, WP-10-002, 10 p",PSD,Working Paper,,
"McCracken ML, Forney KA",Preliminary assessment of incidental interactions with marine mammals in the Hawaii longline deep and shallow set fisheries,2010,"Pacific Islands Fisheries Science Center, PIFSC Working Paper, WP-10-001, 27 p",FBSAB,Working Paper,,
"Ito RY, Walsh WA",U.S. commercial fisheries for marlins in the North Pacific Ocean,2010,"Working document submitted to an Intersessional Meeting of the ISC Billfish Working Group, 21-28 April 2010, Hakodate, Japan. Pacific Islands Fisheries Science Center, PIFSC Working Paper, WP-10-003, 20 p",FMB,Working Paper,,
"Hamm DC, Quach MMC, Brousseau KR, Graham CJ (comps.)","Fishery statistics of the western Pacific, Volume 25",2010,Pacific Islands Fisheries Science Center Administrative Report H-10-03,FMB,Administrative Report,,
"Bare AY, Grimshaw KL, Rooney JJ, Sabater MG, Fenner D, Carroll B","Mesophotic communities of the insular shelf at Tutuila, American Samoa",2010,Coral Reefs 29(2): 369-377. doi:10.1007/s00338-010-0600-y,CRED,Journal,"Mesophotic coral ecosystem, insular shelf, submerged banks, coral reefs, tutuila, american samoa",
"Tsuda RT, Abbott IA, Vroom PS, Fisher JR","Marine benthic algae of Johnston Atoll: new species records, spatial distribution, and taxonomic affinities with neighboring islands",2010,Pacific Science 64(4): 581-601,CRED,Journal,,
"Kenyon JC, Wilkinson CB, Aeby GS",Community structure of hermatypic corals at Midway Atoll in the Northwestern Hawaiian Islands: A legacy of human disturbance,2010,Atoll Research Bulletin 581: 1-24,CRED,Journal,,
"Brodziak J, Ishimura G",Stock assessment of North Pacific swordfish (Xiphias gladius) in 2009,2010,"Pacific Islands Fisheries Science Center Administrative Report H-10-01, 37 p.",FBSAB,Administrative Report,,
"Johanos TC, Becker BL, Baker JD, Ragen TJ, Gilmartin WG, Gerrodette T",Impacts of sex ratio reduction on male aggression in the Critically Endangered Hawaiian monk seal Monachus schauinslandi,2010,Endangered Species Research 11: 123-132. doi:10.3354/esr00259,PSD,Journal,,https://doi.org/10.3354/esr00259
"Vroom PS, Braun CL","Benthic composition of a healthy subtropical reef: baseline species-level cover, with an emphasis on algae, in the Northwestern Hawaiian Islands",2010,PLoS ONE 5(3): e9733. DOI:10.1371/journal.pone.0009733,CRED,Journal,,
"dos Santos RG, Martins AS, Torezani E, Baptistotte C, Farias JdN, Horta PA, Work TM, Balazs GH",Relationship between fibropapillomatosis and environmental quality: a case study with Chelonia mydas off Brazil,2010,Diseases of Aquatic Organisms 89(1): 87-95 ,PSD,Journal,"MTRP, turtle",
"Fisheries Monitoring and Analysis Program, Pacific Islands Fisheries Science Center","The Hawaii-based Longline Logbook Summary Report, October-December 2009",2010,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-10-002, 23 p",FMB,Data Report,,
Fisheries Monitoring and Analysis Program,"The Hawaii-based Longline Logbook Summary Report, January-December 2009",2010,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-10-004, 14 p",FMB,Data Report,,
"Oleson EM, Boggs CH, Forney KA, Hanson MB, Kobayashi DR, Taylor BL, Wade PR, Ylitalo GM",Status Review of Hawaiian Insular False Killer Whales (Pseudorca crassidens) under the Endangered Species Act,2010,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-PIFSC-22, 140 p. + appendices",PSD,Tech Memo,,
Fishery Monitoring and Analysis Program,"The Hawaii-based Longline Logbook Summary Report, April-June 2010",2010,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-10-009, 23 p",FMB,Data Report,,
"Van Houtan KS, Hargrove SK, Balazs GH","Land use, macroalgae, and a tumor-forming disease in marine turtles",2010,PLoS ONE 5(9): e12900. DOI:10.1371/journal.pone.0012900,PSD,Journal,"green sea turtles, Chelonia mydas, fibropapillomatosis, tumors, macroalgae, turtle",https://doi.org/10.1371/journal.pone.0012900
Anonymous,Fishing for science,2010,Lawai'a 5: 44-47,FMB,Journal,,
Gobush KS,"Shark Predation on Hawaiian Monk Seals: Workshop II & Post-Workshop Developments, November 5-6, 2008",2010,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-PIFSC-21, 43 p. + appendices",PSD,Tech Memo,,
"Friedlander AM, Sandin SA, DeMartini EE, Sala E",Spatial patterns of the structure of reef fish assemblages at a pristine atoll in the central Pacific,2010,Marine Ecology Progress Series 410: 219-231,FBSAB,Journal,,
Pacific Islands Fisheries Science Center,2009 Annual Report,2010,"Pacific Islands Fisheries Science Center, PIFSC Special Publication, SP-10-001, 41 p",,"Report, Special Publication",,
"Patrick WS, Spencer P, Link J, Cope J, Field J, Kobayashi D, Lawson P, Gedamke T, Cortes E, Ormseth O, Bigelow K, Overholtz W",Using productivity and susceptibility indices to assess the vulnerability of United States fish stocks to overfishing,2010,Fishery Bulletin 108(3): 305-322,"EOD, FBSAB",Journal,,
"Humphries NE, Queiroz N, Dyer JRM, Pade NG, Musyl MK, Schaefer KM, Fuller DW, Brunnschweiler JM, Doyle TK, Houghton JDR, Hays GC, Jones CS, Noble LR, Wearmouth VJ, Southall EJ, Sims DW",Environmental context explains Levy and Brownian movement patterns of marine predators,2010,Nature. Published online 09 June 2010. doi:10.1038/nature09116,FBSAB,Journal,,
Fishery Monitoring and Analysis Program,"The Hawaii-based Longline Logbook Summary Report, January-March 2010",2010,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-10-006, 23 p",FMB,Data Report,,
Fisheries Monitoring and Socioeconomics Division,"PIFSC Report on the Logbook Program for the American Samoa Longline Fishery, January-March 2010",2010,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-10-007, 12 p",FMB,Data Report,,
"Howell EA, Hawn DR, Polovina JJ",Spatiotemporal variability in bigeye tuna (Thunnus obesus) dive behavior in the central North Pacific Ocean,2010,Progress in Oceanography 86: 81-93. doi:10.1016/j.pocean.2010.04.013,EOD,Journal,,https://doi.org/10.1016/j.pocean.2010.04.013
"Brodziak J, Piner K","Model averaging and probable status of North Pacific striped marlin, Tetrapturus audax",2010,Canadian Journal of Fisheries and Aquatic Sciences 67(5): 793-805. doi:10.1139/F10-029,FBSAB,Journal,,
"Swimmer Y, Arauz R, Wang J, Suter J, Musyl M, Bolanos A, Lopez A",Comparing the effects of offset and non-offset circle hooks on catch rates of fish and sea turtles in a shallow longline fishery,2010,Aquatic Conservation: Marine and Freshwater Ecosystems 20(4): 445-451. doi:10.1002/aqc.1108,FBSAB,Journal,,https://doi.org/10.1002/aqc.1108
"Gilman E, Gearhart J, Price B, Eckert S, Milliken H, Wang J, Swimmer Y, Shiode D, Abe O, Peckham SH, Chaloupka M, Hall M, Mangel J, Alfaro-Shigueto J, Dalzell P, Ishizaki A",Mitigating sea turtle by-catch in coastal passive net fisheries,2010,Fish and Fisheries 11: 57-88. doi:10.1111/j.1467-2979.2009.00342.x ,FBSAB,Journal,,https://doi.org/10.1111/j.1467-2979.2009.00342.x
"Morgan JA, Eakin CM, Brainard RE, Collins DW, Hendee JC, Monaco ME",NOAA Coral Reef Ecosystem Integration Observing System (CREIOS): A Collaborative Ecosystem-Based Observing System,2010,"In: Hall J, Harrison DE, Stammer D (eds.). Proceedings of OceanObs'09: Sustained Ocean Observations and Information for Society (Annex), Venice, Italy, 21-25 September 2009. ESA Publication WPP-306. doi:10.5270/OceanObs09.cwp.09",CRED,Conf Proc,,
"Brainard RE, Bainbridge S, Brinkman R, Eakin CM, Field M, Gattuso J-P, Gledhill D, Gramer L, Green A, Hendee J, Hoeke RK, Holbrook SJ, Hoegh-Guldberg O, Lammers M, Manzello D, McManus M, Moffitt R, Monaco M, Morgan JA, Obura D, Planes S, Schmitt RJ, Steinberg C, Sweatman H, Vetter OJ, Wilkinson C, Wong KB",An International Network of Coral Reef Ecosystem Observing Systems (I-CREOS),2010,"In: Hall J, Harrison DE, Stammer D (eds.). Proceedings of OceanObs'09: Sustained Ocean Observations and Information for Society (Vol. 2), Venice, Italy, 21-25 September 2009. ESA Publication WPP-306. doi:10.5270/OceanObs09.cwp.09",CRED,Conf Proc,,
"Mangel M, Brodziak J, DiNardo G",Accounting for variation in mortality and allee effects when computing steepness for strategic fisheries management,2010,"Jack Baskin School of Engineering Technical Report, University of California at Santa Cruz, UCSC-SOE-10-33, 41 p",FBSAB,Report,,
"Knowlton N, Brainard RE, Fisher R, Moews M, Plaisance L, Caley MJ",Coral reef biodiversity,2010,"In: McIntyre AD (ed.). Life in the world's oceans: diversity, distribution, and abundance, pp. 65-77 (Chapter 4). Oxford, Blackwell Publishing Ltd., 384 p",CRED,Book Chapter,,
"DeMartini EE, Everson AR, Nichols RS","Estimates of body sizes at maturation and at sex change, and the spawning seasonality and sex ratio of the endemic Hawaiian grouper (Hyporthodus quernus, F. Epinephelidae)",2010,Fishery Bulletin 109: 123-134,FBSAB,Journal,,
"Ma H, Townsend H, Zhang X, Sigrist M, Christensen V",Using a fisheries ecosystem model with a water quality model to explore trophic and habitat impacts on a fisheries stock: A case study of the blue crab population of Chesapeake Bay,2010,Ecological Modelling 221(7): 997-1004. doi:10.1016/j.ecolmodel.2009.01.026,FMB,Journal,,
"Tsuda RT, Fisher JR, Vroom PS, Abbott IA","New records of subtidal benthic marine algae from Wake Atoll, Central Pacific",2010,Botanica Marina 53(1): 19-29. doi:10.1515/BOT.2010.005,CRED,Journal,,
Wilson C,"Fewer Hawaiian monk seal pups: population down to about 1,100 in Isles, with annual decline of 4% each year",2010,Honolulu Advertiser 01 Feb. 2010: A1,PSD,Journal,,
Anonymous,Rising sea levels threaten Hawaiian sea turtles' nesting sites,2010,"ClimateWatch Magazine, NOAA 29 Jan. 2010. Image courtesy of Stacy Hargrove",PSD,Journal,,
"Howell EA, Dutton PH, Polovina JJ, Bailey H, Parker DM, Balazs GH",Oceanographic influences on the dive behavior of juvenile loggerhead turtles (Caretta caretta) in the North Pacific Ocean,2010,Marine Biology 157(5): 1011-1026. doi:10.1007/s00227-009-1381-0,"EOD, PSD",Journal,,https://doi.org/10.1007/s00227-009-1381-0
"Link JS, Ihde TF, Townsend HM, Osgood KE, Schirripa MJ, Kobayashi DR, Gaichas S, Field JC, Levin PS, Aydin KY, Harvey CJ (eds.)",Report of the 2nd National Ecosystem Modeling Workshop (NEMoW II),2010,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-F/SPO-102, 78 p",EOD,Technical Report,,
Pacific Islands Fisheries Science Center,2008 Main Hawaiian Islands Derelict Fishing Gear Survey,2010,"Pacific Islands Fisheries Science Center, PIFSC Special Publication, SP-10-003, 37 p",CRED,"Report, Special Publication","Perry, Pomeroy, Lino, O'Brien, Kauai, Maui, Molokai, Hawaii, Lanai, Oahu, maps, currents, Pacific Ocean",
"Sales G, Giffoni BB, Fiedler FN, Azevedo VG, Kotas JE, Swimmer Y, Bugoni L",Circle hook effectiveness for the mitigation of sea turtle bycatch and capture of target species in a Brazilian pelagic longline fishery,2010,Aquatic Conservation: Marine and Freshwater Ecosystems 20(4): 428-436. doi:10.1002/aqc.1106,FBSAB,Journal,,https://doi.org/10.1002/aqc.1106
"Work TM, Balazs GH",Pathology and distribution of sea turtles landed as bycatch in the Hawaii-based North Pacific pelagic longline fishery,2010,Journal of Wildlife Diseases 46(2): 422-432,PSD,Journal,,
"Runcie RM, Dewar H, Hawn DR, Frank LR, Dickson KA",Evidence for cranial endothermy in the opah (Lampris guttatus),2009,Journal of Experimental Biology 212(4): 461-470,EOD,Journal,,
"Desch A, Wynne T, Brainard R, Friedlander A, Christensen J",Oceanographic and physical setting,2009,"In: Friedlander A, Keller K, Wedding L, Clarke A, Monaco M (eds.). A marine biogeographic assessment of the Northwestern Hawaiian Islands, Chapter 2, pp. 17-63. NOAA Technical Memorandum NOS NCCOS 84. Prepared by NCCOS's Biogeography Branch in cooperation with the Office of National Marine Sanctuaries Papahanaumokuakea Marine National Monument, Silver Spring, MD, 363 p",CRED,"Book Chapter, Tech Memo",,
"Kenyon JC, Aeby GS","Localized outbreak and feeding preferences of the crown-of-thorns seastar, Acanthaster planci (Echinodermata, Asteroidea) on reefs off Oahu, Hawaii",2009,Bulletin of Marine Science 84(2): 199-209,CRED,Journal,,
Fisheries Monitoring and Socioeconomics Division,"The Hawaii-based Longline Logbook Summary Report, January-December 2008",2009,"Pacific Islands Fisheries Science Center, PIFSC Data Report, DR-09-004, 14 p",FMB,Data Report,,
